"USFWBand"	"JayID"	"NatalNest"	"TerrYr"	"Terr"	"Year"	"HatchDate"	"FldgDate"	"LastObsDate"	"Mass"	"MeasDate"	"HatchNum"	"FldgNum"	"Days"	"Years"	"Censor"	"Day11"	"Help"	"HelpNum"	"SexIND"	"FBreeder"	"FUSFWBand"	"MBreeder"	"MUSFWBand"	"famid"
"104"	"1043-80168"	"-SBL"	"BIGL882"	"BIGL88"	"BIGL"	"1988"	1988-04-23	6706	8321	47.4	1988-05-04	3	3	1615	4.42	0	11	0	0	2	"S-LP"	"1423-42713"	"YS-F"	"1423-42605"	1
"105"	"1043-80171"	"-SWL"	"LOCK881"	"LOCK88"	"LOCK"	"1988"	1988-04-25	6706	7223	53.1	1988-05-06	2	2	517	1.42	0	11	0	0	2	"ASF-"	"1433-92917"	"WSL-"	"1433-87424"	1
"106"	"1043-80173"	"-SAF"	"NJCT881"	"NJCT88"	"NJCT"	"1988"	1988-04-26	6707	7166	43	1988-05-07	1	1	459	1.26	0	11	0	0	3	"Y-YC"	"1043-80119"	"Y-GC"	"1043-80118"	8
"107"	"1043-80178"	"-SGL"	"BUBO881"	"BUBO88"	"BUBO"	"1988"	1988-04-30	6712	7498	49.6	1988-05-11	3	2	786	2.15	0	11	0	0	2	"YPS-"	"1383-27229"	"A-WZ"	"1433-93033"	1
"108"	"1043-80179"	"-SYL"	"BUBO881"	"BUBO88"	"BUBO"	"1988"	1988-04-30	6712	7197	48.4	1988-05-11	3	2	485	1.33	0	11	0	0	3	"YPS-"	"1383-27229"	"A-WZ"	"1433-93033"	1
"109"	"1043-80180"	"-SLF"	"XRDS881"	"XRDS88"	"XRDS"	"1988"	1988-05-01	6714	8052	54.2	1988-05-12	2	2	1338	3.66	0	11	1	1	1	"SR-A"	"1433-87405"	"-SAY"	"1323-63736"	1
"110"	"1043-80181"	"-SFF"	"XRDS881"	"XRDS88"	"XRDS"	"1988"	1988-05-01	6714	6767	48.9	1988-05-12	2	2	53	0.15	1	11	1	1	3	"SR-A"	"1433-87405"	"-SAY"	"1323-63736"	1
"111"	"1043-80187"	"-SPP"	"PLOT881"	"PLOT88"	"PLOT"	"1988"	1988-05-09	6720	8629	51.8	1988-05-20	2	2	1909	5.23	0	11	1	1	2	"SP-F"	"1453-78402"	"GSO-"	"1433-92946"	1
"112"	"1043-80188"	"-SOP"	"PLOT881"	"PLOT88"	"PLOT"	"1988"	1988-05-09	6720	8174	55.1	1988-05-20	2	2	1454	3.98	0	11	1	1	1	"SP-F"	"1453-78402"	"GSO-"	"1433-92946"	1
"113"	"1043-80191"	"-SAL"	"ARCT882"	"ARCT88"	"ARCT"	"1988"	1988-05-10	6720	6797	46	1988-05-21	3	1	77	0.21	1	11	0	0	3	"-GPS"	"1383-27173"	"GSR="	"1433-92936"	1
"114"	"1043-80192"	"-SPL"	"NRID882"	"NRID88"	"NRID"	"1988"	1988-05-11	6724	7010	46.4	1988-05-22	4	4	286	0.78	1	11	0	0	3	"YSF-"	"1433-87457"	"GSY="	"1433-87460"	1
"115"	"1043-80193"	"-SOL"	"NRID882"	"NRID88"	"NRID"	"1988"	1988-05-11	6724	7799	46.8	1988-05-22	4	4	1075	2.94	0	11	0	0	2	"YSF-"	"1433-87457"	"GSY="	"1433-87460"	1
"116"	"1043-80194"	"-SLL"	"NRID882"	"NRID88"	"NRID"	"1988"	1988-05-11	6724	7469	41.5	1988-05-22	4	4	745	2.04	0	11	0	0	1	"YSF-"	"1433-87457"	"GSY="	"1433-87460"	1
"117"	"1043-80195"	"-SFL"	"NRID882"	"NRID88"	"NRID"	"1988"	1988-05-11	6724	6918	36.9	1988-05-22	4	4	194	0.53	1	11	0	0	3	"YSF-"	"1433-87457"	"GSY="	"1433-87460"	1
"118"	"1043-80199"	"-SFL"	"ROSE882"	"ROSE88"	"ROSE"	"1988"	1988-05-19	6731	6918	53.8	1988-05-30	2	2	187	0.51	1	11	0	0	3	"WSA-"	"1433-87496"	"SY-L"	"1423-42866"	1
"119"	"1043-80200"	"-SAn"	"ROSE882"	"ROSE88"	"ROSE"	"1988"	1988-05-19	6731	6739	58	1988-05-30	2	2	8	0.02	1	11	0	0	3	"WSA-"	"1433-87496"	"SY-L"	"1423-42866"	1
"120"	"1043-90501"	"-ZWG"	"SORA982"	"SORA98"	"SORA"	"1998"	1998-04-23	10356	11241	52.3	1998-05-04	4	4	885	2.42	0	11	0	0	1	"P-AM"	"1453-78075"	"RSL-"	"1433-87426"	1
"121"	"1043-90502"	"-ZRG"	"SORA982"	"SORA98"	"SORA"	"1998"	1998-04-23	10356	11058	50.4	1998-05-04	4	4	702	1.92	0	11	0	0	1	"P-AM"	"1453-78075"	"RSL-"	"1433-87426"	1
"122"	"1043-90503"	"-ZGG"	"SORA982"	"SORA98"	"SORA"	"1998"	1998-04-23	10356	10877	41.5	1998-05-04	4	4	521	1.43	0	11	0	0	2	"P-AM"	"1453-78075"	"RSL-"	"1433-87426"	1
"123"	"1043-90504"	"-ZYG"	"SORA982"	"SORA98"	"SORA"	"1998"	1998-04-23	10356	10821	37.7	1998-05-04	4	4	465	1.27	0	11	0	0	2	"P-AM"	"1453-78075"	"RSL-"	"1433-87426"	1
"124"	"1043-90512"	"-ZWY"	"SFLA981"	"SFLA98"	"SFLA"	"1998"	1998-04-27	10363	10480	37.6	1998-05-08	3	3	117	0.32	1	11	1	2	3	"-YSL"	"1433-92986"	"K-FZW"	"1063-43191"	1
"125"	"1043-90513"	"-ZRY"	"SFLA981"	"SFLA98"	"SFLA"	"1998"	1998-04-27	10363	10449	35.4	1998-05-08	3	3	86	0.24	1	11	1	2	3	"-YSL"	"1433-92986"	"K-FZW"	"1063-43191"	1
"126"	"1043-90515"	"-ZYY"	"FENC981"	"FENC98"	"FENC"	"1998"	1998-04-27	10360	11639	49.7	1998-05-08	3	3	1279	3.5	0	11	0	0	1	"Z-GO"	"1453-63577"	"Z-FL"	"1453-63667"	1
"127"	"1043-90517"	"-ZPY"	"FENC981"	"FENC98"	"FENC"	"1998"	1998-04-27	10360	10757	48.9	1998-05-08	3	3	397	1.09	0	11	0	0	3	"Z-GO"	"1453-63577"	"Z-FL"	"1453-63667"	1
"128"	"1043-90518"	"-ZFG"	"WAHO981"	"WAHO98"	"WAHO"	"1998"	1998-05-01	10364	10786	52.3	1998-05-12	3	2	422	1.16	0	11	1	1	1	"-WZB"	"1453-78298"	"WZW-"	"1453-78122"	1
"129"	"1043-90519"	"-ZAn"	"WAHO981"	"WAHO98"	"WAHO"	"1998"	1998-05-01	10364	10367	41.6	1998-05-12	3	2	3	0.01	1	11	1	1	3	"-WZB"	"1453-78298"	"WZW-"	"1453-78122"	1
"130"	"1043-90520"	"-ZOY"	"MCBY981"	"MCBY98"	"MCBY"	"1998"	1998-05-03	10363	11211	44.9	1998-05-14	3	3	848	2.32	0	11	1	3	1	"Y-OM"	"1453-72705"	"-RRZ"	"1053-56785"	1
"131"	"1043-90521"	"-ZLY"	"MCBY981"	"MCBY98"	"MCBY"	"1998"	1998-05-03	10363	12031	48.5	1998-05-14	3	3	1668	4.57	0	11	1	3	1	"Y-OM"	"1453-72705"	"-RRZ"	"1053-56785"	1
"132"	"1043-90522"	"-ZFY"	"MCBY981"	"MCBY98"	"MCBY"	"1998"	1998-05-03	10363	10695	39.7	1998-05-14	3	3	332	0.91	1	11	1	3	2	"Y-OM"	"1453-72705"	"-RRZ"	"1053-56785"	1
"133"	"1043-90523"	"-ZWn"	"LOPZ981"	"LOPZ98"	"LOPZ"	"1998"	1998-05-03	10366	10379	40.4	1998-05-14	4	4	13	0.04	1	11	0	0	3	"-LZP"	"1453-78305"	"Z-WR"	"1453-63509"	1
"134"	"1043-90524"	"-ZRB"	"LOPZ981"	"LOPZ98"	"LOPZ"	"1998"	1998-05-03	10366	14013	51.4	1998-05-14	4	4	3647	9.98	0	11	0	0	2	"-LZP"	"1453-78305"	"Z-WR"	"1453-63509"	1
"135"	"1043-90525"	"-ZGn"	"LOPZ981"	"LOPZ98"	"LOPZ"	"1998"	1998-05-03	10366	10379	48.5	1998-05-14	4	4	13	0.04	1	11	0	0	3	"-LZP"	"1453-78305"	"Z-WR"	"1453-63509"	1
"136"	"1043-90526"	"-ZYB"	"LOPZ981"	"LOPZ98"	"LOPZ"	"1998"	1998-05-03	10366	11456	40.5	1998-05-14	4	4	1090	2.98	0	11	0	0	2	"-LZP"	"1453-78305"	"Z-WR"	"1453-63509"	1
"137"	"1043-90527"	"-ZBB"	"BALD981"	"BALD98"	"BALD"	"1998"	1998-05-04	10368	10821	51.4	1998-05-15	3	3	453	1.24	0	11	1	1	2	"BZ-W"	"1013-63312"	"Z-PL"	"1453-63592"	1
"138"	"1043-90528"	"-ZPB"	"BALD981"	"BALD98"	"BALD"	"1998"	1998-05-04	10368	10516	44.1	1998-05-15	3	3	148	0.41	1	11	1	1	3	"BZ-W"	"1013-63312"	"Z-PL"	"1453-63592"	1
"139"	"1043-90529"	"-ZOB"	"BALD981"	"BALD98"	"BALD"	"1998"	1998-05-04	10368	10722	49.5	1998-05-15	3	3	354	0.97	1	11	1	1	3	"BZ-W"	"1013-63312"	"Z-PL"	"1453-63592"	1
"140"	"1043-90533"	"-ZFR"	"ELIN981"	"ELIN98"	"ELIN"	"1998"	1998-05-05	10369	15105	49.5	1998-05-16	3	2	4736	12.97	0	11	0	0	2	"O-LM"	"1453-78223"	"-SWA"	"1053-14420"	1
"141"	"1043-90534"	"-ZAR"	"ELIN981"	"ELIN98"	"ELIN"	"1998"	1998-05-05	10369	10423	44.4	1998-05-16	3	2	54	0.15	1	11	0	0	3	"O-LM"	"1453-78223"	"-SWA"	"1053-14420"	1
"142"	"1043-90536"	"-ZWR"	"KETH981"	"KETH98"	"KETH"	"1998"	1998-05-12	10375	10998	44	1998-05-23	4	4	623	1.71	0	11	0	0	2	"Y-AM"	"1453-78063"	"AZR-"	"1453-78228"	1
"143"	"1043-90537"	"-ZRn"	"KETH981"	"KETH98"	"KETH"	"1998"	1998-05-12	10375	10377	39.8	1998-05-23	4	4	2	0.01	1	11	0	0	3	"Y-AM"	"1453-78063"	"AZR-"	"1453-78228"	1
"144"	"1043-90543"	"-RGZ"	"WCOP901"	"WCOP90"	"WCOP"	"1990"	1990-04-25	7437	10757	47	1990-05-06	2	2	3320	9.09	0	11	1	1	2	"Y-AC"	"1043-80124"	"-SRL"	"1043-80151"	1
"145"	"1043-90545"	"-ZBn"	"SHIC983"	"SHIC98"	"SHIC"	"1998"	1998-05-16	10375	10381	57.2	1998-05-27	2	2	6	0.02	1	11	0	0	3	"Z-LG"	"1453-63525"	"UZ-OA"	"1453-63609"	1
"146"	"1043-90546"	"-ZPP"	"SHIC983"	"SHIC98"	"SHIC"	"1998"	1998-05-16	10375	11179	56.5	1998-05-27	2	2	804	2.2	0	11	0	0	2	"Z-LG"	"1453-63525"	"UZ-OA"	"1453-63609"	1
"147"	"1043-90552"	"-ZGn"	"BUBO981"	"BUBO98"	"BUBO"	"1998"	1998-05-19	10382	10383	48.4	1998-05-30	2	2	1	0	1	11	0	0	3	"F-OM"	"1043-44206"	"-WZR"	"1453-78326"	1
"148"	"1043-90553"	"-ZYn"	"BUBO981"	"BUBO98"	"BUBO"	"1998"	1998-05-19	10382	10383	47.6	1998-05-30	2	2	1	0	1	11	0	0	3	"F-OM"	"1043-44206"	"-WZR"	"1453-78326"	1
"149"	"1043-90554"	"-ZLB"	"CHOP981"	"CHOP98"	"CHOP"	"1998"	1998-05-19	10384	11155	47.1	1998-05-30	3	3	771	2.11	0	11	0	0	3	"BZB-"	"1453-78185"	"YZ-OK"	"1013-63445"	1
"150"	"1043-90556"	"-ZAn"	"CHOP981"	"CHOP98"	"CHOP"	"1998"	1998-05-19	10384	10402	44.3	1998-05-30	3	3	18	0.05	1	11	0	0	3	"BZB-"	"1453-78185"	"YZ-OK"	"1013-63445"	1
"151"	"1043-90560"	"-ZBn"	"JERE983"	"JERE98"	"JERE"	"1998"	1998-05-24	10383	10387	41.6	1998-06-04	3	2	4	0.01	1	11	1	2	3	"ZP-G"	"1453-72723"	"Z-WY"	"1513-50330"	1
"152"	"1043-90561"	"-ZPn"	"JERE983"	"JERE98"	"JERE"	"1998"	1998-05-24	10383	10387	48	1998-06-04	3	2	4	0.01	1	11	1	2	3	"ZP-G"	"1453-72723"	"Z-WY"	"1513-50330"	1
"153"	"1043-90571"	"-ZGY"	"SFLA981"	"SFLA98"	"SFLA"	"1998"	1998-04-27	10363	11879	19.4	1998-05-08	3	3	1516	4.15	0	11	1	2	2	"-YSL"	"1433-92986"	"K-FZW"	"1063-43191"	1
"154"	"1053-14420"	"-SWA"	"EBAY882"	"EBAY88"	"EBAY"	"1988"	1988-05-26	6737	10392	46.5	1988-06-06	4	4	3655	10.01	0	11	0	0	1	"AY-S"	"1383-27155"	"-WGS"	"1053-56501"	1
"155"	"1053-14421"	"-SRA"	"EBAY882"	"EBAY88"	"EBAY"	"1988"	1988-05-26	6737	8504	43	1988-06-06	4	4	1767	4.84	0	11	0	0	2	"AY-S"	"1383-27155"	"-WGS"	"1053-56501"	1
"156"	"1053-14422"	"-SGn"	"EBAY882"	"EBAY88"	"EBAY"	"1988"	1988-05-26	6737	6738	40.8	1988-06-06	4	4	1	0	1	11	0	0	3	"AY-S"	"1383-27155"	"-WGS"	"1053-56501"	1
"157"	"1053-14423"	"-SYA"	"EBAY882"	"EBAY88"	"EBAY"	"1988"	1988-05-26	6737	6767	31	1988-06-06	4	4	30	0.08	1	11	0	0	1	"AY-S"	"1383-27155"	"-WGS"	"1053-56501"	1
"158"	"1053-14424"	"-SPF"	"BEND882"	"BEND88"	"BEND"	"1988"	1988-05-31	6742	8232	53	1988-06-11	3	2	1490	4.08	0	11	1	1	2	"S-PO"	"1423-42772"	"S-FP"	"1423-42714"	1
"159"	"1053-14442"	"-SOA"	"WCOP882"	"WCOP88"	"WCOP"	"1988"	1988-06-07	6748	8471	56.8	1988-06-18	4	4	1723	4.72	0	11	1	2	2	"WS-F"	"1423-42617"	"S-OB"	"1423-42680"	1
"160"	"1053-14443"	"-SLA"	"WCOP882"	"WCOP88"	"WCOP"	"1988"	1988-06-07	6748	7166	52.1	1988-06-18	4	4	418	1.14	0	11	1	2	2	"WS-F"	"1423-42617"	"S-OB"	"1423-42680"	1
"161"	"1053-14444"	"-SFA"	"WCOP882"	"WCOP88"	"WCOP"	"1988"	1988-06-07	6748	7375	48.1	1988-06-18	4	4	627	1.72	0	11	1	2	2	"WS-F"	"1423-42617"	"S-OB"	"1423-42680"	1
"162"	"1053-14445"	"-SAA"	"WCOP882"	"WCOP88"	"WCOP"	"1988"	1988-06-07	6748	6889	53.4	1988-06-18	4	4	141	0.39	1	11	1	2	3	"WS-F"	"1423-42617"	"S-OB"	"1423-42680"	1
"163"	"1053-14499"	"SL-L"	"FIRE841"	"FIRE84"	"FIRE"	"1984"	1984-04-19	5240	7441	53	1984-04-30	3	3	2201	6.03	0	11	0	0	1	"WLS-"	"1383-27224"	"-YAS"	"1383-27177"	1
"164"	"1053-56502"	"WSY-"	"WSIX851"	"WSIX85"	"WSIX"	"1985"	1985-04-20	5603	6645	50.6	1985-05-01	3	3	1042	2.85	0	11	1	2	1	"O-RZ"	"1433-87489"	"F-YZ"	"1433-92953"	1
"165"	"1053-56503"	"GAS-"	"NWES811"	"NWES81"	"NWES"	"1981"	1981-03-31	4125	8989	44	1981-04-11	4	3	4864	13.32	0	11	0	0	1	"A-SA"	"1383-27192"	"F-GS"	"1383-27136"	1
"166"	"1053-56524"	"Wn-Z"	"SPLT891"	"SPLT89"	"SPLT"	"1989"	1989-04-08	7051	7100	47.1	1989-04-19	2	2	49	0.13	1	11	1	1	1	"-ASA"	"1433-93035"	"RBS-"	"1433-92044"	1
"167"	"1053-56525"	"RW-Z"	"SPLT891"	"SPLT89"	"SPLT"	"1989"	1989-04-08	7051	7223	44.5	1989-04-19	2	2	172	0.47	1	11	1	1	2	"-ASA"	"1433-93035"	"RBS-"	"1433-92044"	1
"168"	"1053-56526"	"Gn-Z"	"SIBR891"	"SIBR89"	"SIBR"	"1989"	1989-04-09	7054	7100	47.5	1989-04-20	3	3	46	0.13	1	11	1	2	2	"L-LZ"	"1433-92947"	"L-AZ"	"1433-92949"	5
"169"	"1053-56528"	"BW-Z"	"SIBR891"	"SIBR89"	"SIBR"	"1989"	1989-04-09	7054	7197	53.9	1989-04-20	3	3	143	0.39	1	11	1	2	1	"L-LZ"	"1433-92947"	"L-AZ"	"1433-92949"	5
"170"	"1053-56529"	"Pn-Z"	"NO19891"	"NO1989"	"NO19"	"1989"	1989-04-10	7060	7069	47.5	1989-04-21	4	4	9	0.02	1	11	0	0	2	"R-PC"	"1043-80103"	"R-CR"	"1433-93149"	9
"171"	"1053-56530"	"On-Z"	"NO19891"	"NO1989"	"NO19"	"1989"	1989-04-10	7060	7069	42.6	1989-04-21	4	4	9	0.02	1	11	0	0	1	"R-PC"	"1043-80103"	"R-CR"	"1433-93149"	9
"172"	"1053-56531"	"Ln-Z"	"NO19891"	"NO1989"	"NO19"	"1989"	1989-04-10	7060	7100	41.1	1989-04-21	4	4	40	0.11	1	11	0	0	2	"R-PC"	"1043-80103"	"R-CR"	"1433-93149"	9
"173"	"1053-56532"	"Fn-Z"	"NO19891"	"NO1989"	"NO19"	"1989"	1989-04-10	7060	7069	33.2	1989-04-21	4	4	9	0.02	1	11	0	0	3	"R-PC"	"1043-80103"	"R-CR"	"1433-93149"	9
"174"	"1053-56533"	"WR-Z"	"LOCK891"	"LOCK89"	"LOCK"	"1989"	1989-04-10	7058	7131	54.4	1989-04-21	3	3	73	0.2	1	11	1	1	1	"ASF-"	"1433-92917"	"WSL-"	"1433-87424"	1
"175"	"1053-56534"	"RR-Z"	"LOCK891"	"LOCK89"	"LOCK"	"1989"	1989-04-10	7058	7375	50.9	1989-04-21	3	3	317	0.87	1	11	1	1	1	"ASF-"	"1433-92917"	"WSL-"	"1433-87424"	1
"176"	"1053-56535"	"Gn-Z"	"LOCK891"	"LOCK89"	"LOCK"	"1989"	1989-04-10	7058	7100	43.2	1989-04-21	3	3	42	0.11	1	11	1	1	1	"ASF-"	"1433-92917"	"WSL-"	"1433-87424"	1
"177"	"1053-56536"	"YG-Z"	"BIGL891"	"BIGL89"	"BIGL"	"1989"	1989-04-10	7056	7498	41.9	1989-04-21	4	3	442	1.21	0	11	1	1	2	"S-LP"	"1423-42713"	"YS-F"	"1423-42605"	1
"178"	"1053-56537"	"BG-Z"	"BIGL891"	"BIGL89"	"BIGL"	"1989"	1989-04-10	7056	8350	43.1	1989-04-21	4	3	1294	3.54	0	11	1	1	1	"S-LP"	"1423-42713"	"YS-F"	"1423-42605"	1
"179"	"1053-56538"	"PG-Z"	"BIGL891"	"BIGL89"	"BIGL"	"1989"	1989-04-10	7056	7287	41.5	1989-04-21	4	3	231	0.63	1	11	1	1	1	"S-LP"	"1423-42713"	"YS-F"	"1423-42605"	1
"180"	"1053-56543"	"WW-Z"	"PAST891"	"PAST89"	"PAST"	"1989"	1989-04-12	7058	7131	34.5	1989-04-23	3	2	73	0.2	1	11	0	0	2	"G-WC"	"1043-80109"	"Y-BC"	"1043-80120"	1
"181"	"1053-56545"	"LR-Z"	"ARCT891"	"ARCT89"	"ARCT"	"1989"	1989-04-12	7065	7166	36.8	1989-04-23	3	3	101	0.28	1	11	0	0	1	"O-GC"	"1053-14471"	"GSR="	"1433-92936"	1
"182"	"1053-56546"	"Fn-Z"	"ARCT891"	"ARCT89"	"ARCT"	"1989"	1989-04-12	7065	7069	23.1	1989-04-23	3	3	4	0.01	1	11	0	0	3	"O-GC"	"1053-14471"	"GSR="	"1433-92936"	1
"183"	"1053-56547"	"An-Z"	"ARCT891"	"ARCT89"	"ARCT"	"1989"	1989-04-12	7065	7069	24.5	1989-04-23	3	3	4	0.01	1	11	0	0	3	"O-GC"	"1053-14471"	"GSR="	"1433-92936"	1
"184"	"1053-56560"	"OG-Z"	"LINS892"	"LINS89"	"LINS"	"1989"	1989-04-14	7061	7197	45.9	1989-04-25	4	4	136	0.37	1	11	1	1	2	"BSA-"	"1433-87437"	"-SYW"	"793-09885"	1
"185"	"1053-56561"	"LG-Z"	"LINS892"	"LINS89"	"LINS"	"1989"	1989-04-14	7061	7958	46.5	1989-04-25	4	4	897	2.46	0	11	1	1	1	"BSA-"	"1433-87437"	"-SYW"	"793-09885"	1
"186"	"1053-56562"	"Fn-Z"	"LINS892"	"LINS89"	"LINS"	"1989"	1989-04-14	7061	7069	42.2	1989-04-25	4	4	8	0.02	1	11	1	1	2	"BSA-"	"1433-87437"	"-SYW"	"793-09885"	1
"187"	"1053-56563"	"An-Z"	"LINS892"	"LINS89"	"LINS"	"1989"	1989-04-14	7061	7069	44.9	1989-04-25	4	4	8	0.02	1	11	1	1	2	"BSA-"	"1433-87437"	"-SYW"	"793-09885"	1
"188"	"1053-56564"	"WY-Z"	"LINX891"	"LINX89"	"LINX"	"1989"	1989-04-14	7062	7409	50.2	1989-04-25	2	2	347	0.95	1	11	0	0	1	"S-BB"	"1423-42691"	"G-RZ"	"1423-42668"	10
"189"	"1053-56565"	"RY-Z"	"LINX891"	"LINX89"	"LINX"	"1989"	1989-04-14	7062	7498	47.5	1989-04-25	2	2	436	1.19	0	11	0	0	1	"S-BB"	"1423-42691"	"G-RZ"	"1423-42668"	10
"190"	"1053-56566"	"WG-Z"	"CTRW892"	"CTRW89"	"CTRW"	"1989"	1989-04-15	7061	8841	47.1	1989-04-26	2	2	1780	4.87	0	11	1	1	1	"F-RZ"	"1433-92951"	"S-LA"	"1423-42738"	1
"191"	"1053-56567"	"RG-Z"	"CTRW892"	"CTRW89"	"CTRW"	"1989"	1989-04-15	7061	7197	40.5	1989-04-26	2	2	136	0.37	1	11	1	1	2	"F-RZ"	"1433-92951"	"S-LA"	"1423-42738"	1
"192"	"1053-56660"	"AW-Z"	"SFLA892"	"SFLA89"	"SFLA"	"1989"	1989-05-17	7094	7223	45.5	1989-05-28	1	1	129	0.35	1	11	0	0	2	"-YSL"	"1433-92986"	"L-GC"	"1053-56664"	1
"193"	"1053-56665"	"LB-Z"	"NWES893"	"NWES89"	"NWES"	"1989"	1989-05-15	7090	7498	45	1989-05-26	3	3	408	1.12	0	11	1	1	2	"L-WZ"	"1433-92938"	"S-WO"	"1423-42776"	1
"194"	"1053-56666"	"FB-Z"	"NWES893"	"NWES89"	"NWES"	"1989"	1989-05-15	7090	7197	50	1989-05-26	3	3	107	0.29	1	11	1	1	1	"L-WZ"	"1433-92938"	"S-WO"	"1423-42776"	1
"195"	"1053-56671"	"LY-Z"	"XRDS891"	"XRDS89"	"XRDS"	"1989"	1989-04-15	7064	8052	40.9	1989-04-26	3	3	988	2.7	0	11	1	1	1	"SR-A"	"1433-87405"	"-SAY"	"1323-63736"	1
"196"	"1053-56672"	"FY-Z"	"XRDS891"	"XRDS89"	"XRDS"	"1989"	1989-04-15	7064	9173	39.5	1989-04-26	3	3	2109	5.77	0	11	1	1	2	"SR-A"	"1433-87405"	"-SAY"	"1323-63736"	1
"197"	"1053-56673"	"An-Z"	"XRDS891"	"XRDS89"	"XRDS"	"1989"	1989-04-15	7064	7100	32.1	1989-04-26	3	3	36	0.1	1	11	1	1	2	"SR-A"	"1433-87405"	"-SAY"	"1323-63736"	1
"198"	"1053-56677"	"GR-Z"	"POLA891"	"POLA89"	"POLA"	"1989"	1989-04-17	7065	7223	50.8	1989-04-28	3	3	158	0.43	1	11	1	3	1	"YSR="	"1433-92937"	"RSA-"	"1453-39196"	1
"199"	"1053-56678"	"YR-Z"	"POLA891"	"POLA89"	"POLA"	"1989"	1989-04-17	7065	7287	47.2	1989-04-28	3	3	222	0.61	1	11	1	3	1	"YSR="	"1433-92937"	"RSA-"	"1453-39196"	1
"200"	"1053-56679"	"BR-Z"	"POLA891"	"POLA89"	"POLA"	"1989"	1989-04-17	7065	7131	41.9	1989-04-28	3	3	66	0.18	1	11	1	3	1	"YSR="	"1433-92937"	"RSA-"	"1453-39196"	1
"201"	"1053-56683"	"LW-Z"	"BEND891"	"BEND89"	"BEND"	"1989"	1989-04-24	7073	7131	39.5	1989-05-05	3	3	58	0.16	1	11	1	1	1	"S-PO"	"1423-42772"	"S-FP"	"1423-42714"	1
"202"	"1053-56687"	"FR-Z"	"EBAY892"	"EBAY89"	"EBAY"	"1989"	1989-04-28	7075	7561	50.6	1989-05-09	2	2	486	1.33	0	11	1	2	2	"AY-S"	"1383-27155"	"-WGS"	"1053-56501"	1
"203"	"1053-56688"	"AR-Z"	"EBAY892"	"EBAY89"	"EBAY"	"1989"	1989-04-28	7075	7223	47.2	1989-05-09	2	2	148	0.41	1	11	1	2	1	"AY-S"	"1383-27155"	"-WGS"	"1053-56501"	1
"204"	"1053-56696"	"Wn-Z"	"SARA892"	"SARA89"	"SARA"	"1989"	1989-05-10	7087	7100	39.8	1989-05-21	4	4	13	0.04	1	11	1	2	2	"P-BZ"	"1433-87417"	"L-FZ"	"1433-92948"	1
"205"	"1053-56698"	"GW-Z"	"SARA892"	"SARA89"	"SARA"	"1989"	1989-05-10	7087	7131	41.5	1989-05-21	4	4	44	0.12	1	11	1	2	2	"P-BZ"	"1433-87417"	"L-FZ"	"1433-92948"	1
"206"	"1053-56709"	"Pn-Z"	"SCOP892"	"SCOP89"	"SCOP"	"1989"	1989-05-26	7102	7131	49.5	1989-06-06	3	2	29	0.08	1	11	0	0	1	"Y-OC"	"1043-80122"	"-RSA"	"1433-58370"	1
"207"	"1053-56710"	"OR-Z"	"SCOP892"	"SCOP89"	"SCOP"	"1989"	1989-05-26	7102	7131	41.8	1989-06-06	3	2	29	0.08	1	11	0	0	2	"Y-OC"	"1043-80122"	"-RSA"	"1433-58370"	1
"208"	"1053-56715"	"PW-Z"	"WAHO892"	"WAHO89"	"WAHO"	"1989"	1989-05-28	7104	7131	50.7	1989-06-08	3	3	27	0.07	1	11	1	1	2	"A-ZY"	"1433-87646"	"B-ZL"	"1433-87659"	1
"209"	"1053-56716"	"OW-Z"	"WAHO892"	"WAHO89"	"WAHO"	"1989"	1989-05-28	7104	7166	50	1989-06-08	3	3	62	0.17	1	11	1	1	1	"A-ZY"	"1433-87646"	"B-ZL"	"1433-87659"	1
"210"	"1053-56718"	"Fn-Z"	"MBEN892"	"MBEN89"	"MBEN"	"1989"	1989-05-28	7102	7223	47	1989-06-08	1	1	121	0.33	1	11	0	0	2	"O-AZ"	"1433-92935"	"Y-LC"	"1043-80123"	11
"211"	"1053-56757"	"-WWZ"	"POND901"	"POND90"	"POND"	"1990"	1990-03-25	7408	7890	43.4	1990-04-05	3	2	482	1.32	0	11	1	1	1	"R-FC"	"1043-80106"	"SFW="	"1043-80108"	7
"212"	"1053-56758"	"-RWZ"	"POND901"	"POND90"	"POND"	"1990"	1990-03-25	7408	7862	35.8	1990-04-05	3	2	454	1.24	0	11	1	1	3	"R-FC"	"1043-80106"	"SFW="	"1043-80108"	7
"213"	"1053-56763"	"-GnZ"	"SARA901"	"SARA90"	"SARA"	"1990"	1990-04-03	7415	7441	54.8	1990-04-14	2	2	26	0.07	1	11	0	0	3	"W-RC"	"1433-93187"	"L-FZ"	"1433-92948"	1
"214"	"1053-56780"	"-PRZ"	"NNWX901"	"NNWX90"	"NNWX"	"1990"	1990-04-17	7428	7729	53.5	1990-04-28	4	4	301	0.82	1	11	0	0	1	"S-RB"	"1423-42697"	"-PSA"	"1433-93031"	1
"215"	"1053-56783"	"-FRZ"	"NNWX901"	"NNWX90"	"NNWX"	"1990"	1990-04-17	7428	8052	46.3	1990-04-28	4	4	624	1.71	0	11	0	0	2	"S-RB"	"1423-42697"	"-PSA"	"1433-93031"	1
